"Player.x","Pos1","Tm","Season","Conference","Role","Play","Age","MP","X3P.","X2P.","FT.","ORB","DRB","AST","STL","BLK","TOV","PF","Salary"
"Miloš Teodosic","PG","LAC","2018-19","West","Back","No",31,10,0.37,0.538,0.571,0.2,0.9,2.1,0.2,0.1,1.4,1.8,6300000
"Monte Morris","PG","DEN","2018-19","West","Back","No",23,24,0.414,0.531,0.802,0.4,1.9,3.6,0.9,0,0.6,1.2,1349383
"Montrezl Harrell","C","LAC","2018-19","West","Front","No",25,26.3,0.176,0.623,0.643,2.2,4.3,2,0.9,1.3,1.6,3.1,6000000
"Moritz Wagner","C","LAL","2018-19","West","Front","No",21,10.4,0.286,0.521,0.811,0.4,1.6,0.6,0.3,0.3,0.9,1.3,1764240
"Myles Turner","C","IND","2018-19","Est","Front","No",22,28.6,0.388,0.521,0.736,1.4,5.8,1.6,0.8,2.7,1.4,2.6,3294994
"Nemanja Bjelica","PF","SAC","2018-19","West","Front","No",30,23.2,0.401,0.539,0.761,1.6,4.1,1.9,0.7,0.7,1.1,2.6,6500000
"Nicolas Batum","SF","CHO","2018-19","Est","Front","No",30,31.4,0.389,0.519,0.865,0.9,4.3,3.3,0.9,0.6,1.6,1.9,24000000
"Nik Stauskas","SG","CLE","2018-19","West","Back","No",25,14.9,0.372,0.44,0.891,0.3,1.6,1.2,0.3,0.1,0.8,0.7,2161886
"Nikola Jokic","C","DEN","2018-19","West","Front","Yes",23,31.3,0.307,0.569,0.821,2.9,8,7.3,1.4,0.7,3.1,2.9,25467250
"Nikola Mirotic","PF","MIL","2018-19","West","Front","No",27,27.1,0.365,0.545,0.847,1.3,6.1,1.2,0.7,0.7,1,2.3,12500000
"Nikola Vucevic","C","ORL","2018-19","Est","Front","Yes",28,31.4,0.364,0.549,0.789,2.8,9.2,3.8,1,1.1,2,2,12750000
"Noah Vonleh","PF","NYK","2018-19","Est","Front","No",23,25.3,0.336,0.531,0.712,1.7,6.1,1.9,0.7,0.8,1.3,2.6,1621415
"Norman Powell","SG","TOR","2018-19","Est","Front","No",25,18.8,0.4,0.543,0.827,0.3,2.1,1.5,0.7,0.2,1.1,1.6,9367200
"OG Anunoby","SF","TOR","2018-19","Est","Front","No",21,20.2,0.332,0.574,0.581,0.9,2.1,0.7,0.7,0.3,0.8,2.1,1952760
"Omari Spellman","PF","ATL","2018-19","Est","Front","No",21,17.5,0.344,0.466,0.711,1.6,2.7,1,0.6,0.5,0.7,1.5,1622520
"Omri Casspi","SF","MEM","2018-19","West","Front","No",30,14.4,0.349,0.602,0.672,0.5,2.7,0.7,0.6,0.3,0.6,1,2176260
"Otto Porter","SF","CHI","2018-19","Est","Front","No",25,30.1,0.406,0.504,0.813,1,4.6,2.1,1.5,0.6,1.2,1.9,26011913
"Pascal Siakam","PF","TOR","2018-19","Est","Front","No",24,31.9,0.369,0.602,0.785,1.6,5.3,3.1,0.9,0.7,1.9,3,1544951
"Pat Connaughton","SG","MIL","2018-19","Est","Back","No",26,20.7,0.33,0.647,0.725,1,3.2,2,0.5,0.4,0.5,1.3,1641000
"Patrick Beverley","PG","LAC","2018-19","West","Back","No",30,27.4,0.397,0.421,0.78,1,4,3.8,0.9,0.6,1.1,3.4,5027028
"Patrick McCaw","SG","TOR","2018-19","Est","Back","No",23,13.7,0.321,0.486,0.867,0.2,1.4,1,0.8,0.1,0.6,1.3,964104
"Patrick Patterson","PF","OKC","2018-19","West","Front","No",29,13.7,0.336,0.439,0.633,0.7,1.7,0.5,0.3,0.2,0.3,0.7,5451600
"Pau Gasol","C","MIL","2018-19","West","Front","No",38,12,0.462,0.444,0.7,0.7,3.8,1.7,0.2,0.5,0.5,1,17133285
"Paul George","SF","OKC","2018-19","West","Front","Yes",28,36.9,0.386,0.484,0.839,1.4,6.8,4.1,2.2,0.4,2.7,2.8,30560700
"Paul Millsap","PF","DEN","2018-19","West","Front","No",33,27.1,0.365,0.522,0.727,2.2,5,2,1.2,0.8,1.4,2.6,29230769
"Quincy Pondexter","SF","SAS","2018-19","West","Front","No",30,5.5,0.333,0.575,0.81,0.2,0.7,0.5,0.2,0,0.2,0.5,2165481
"Quinn Cook","PG","GSW","2018-19","West","Back","No",25,14.3,0.405,0.515,0.769,0.3,1.8,1.6,0.3,0,0.7,1.2,1544951
"Rajon Rondo","PG","LAL","2018-19","West","Back","No",32,29.8,0.359,0.428,0.639,0.7,4.5,8,1.2,0.2,2.8,2.2,9000000
"Raul Neto","PG","UTA","2018-19","West","Back","No",26,12.8,0.333,0.535,0.848,0.2,1.5,2.5,0.4,0.1,0.9,1.3,2100000
"Rawle Alkins","SG","CHI","2018-19","Est","Back","No",21,12,0.25,0.37,0.667,1.1,1.5,1.3,0.1,0,0.8,0.7,77250
"Raymond Felton","PG","OKC","2018-19","West","Back","No",34,11.5,0.328,0.473,0.923,0.1,0.9,1.6,0.3,0.2,0.4,0.9,2393887
"Reggie Bullock","SG","LAL","2018-19","Est","Back","No",27,29.8,0.377,0.483,0.859,0.3,2.4,2,0.6,0.2,1,1.7,2500000
"Reggie Jackson","PG","DET","2018-19","Est","Back","No",28,27.9,0.369,0.464,0.864,0.5,2.1,4.2,0.7,0.1,1.8,2.5,17043478
"Ricky Rubio","PG","UTA","2018-19","West","Back","No",28,27.9,0.311,0.454,0.855,0.5,3.1,6.1,1.3,0.1,2.6,2.6,14800000
"Robert Covington","SF","MIN","2018-19","West","Front","No",28,34.4,0.378,0.518,0.764,0.8,4.7,1.3,2.1,1.3,1.3,3.6,10464092
"Robin Lopez","C","CHI","2018-19","Est","Front","No",30,21.7,0.226,0.589,0.724,1.9,2,1.2,0.1,1.1,1.3,1.7,14357750
"Rodions Kurucs","SF","BRK","2018-19","Est","Front","No",20,20.5,0.315,0.543,0.783,0.9,3,0.8,0.7,0.4,1.2,2.3,1690000
"Rodney Hood","SG","POR","2018-19","Est","Back","No",26,26.3,0.356,0.478,0.884,0.3,1.8,1.8,0.8,0.2,0.8,2,3472887
"Rodney McGruder","SG","MIA","2018-19","Est","Front","No",27,23.5,0.351,0.453,0.722,0.9,2.7,1.7,0.5,0.2,1,1.7,1544951
"Ron Baker","SG","WAS","2018-19","Est","Back","No",25,10.1,0.077,0.429,0.833,0.1,0.7,1,0.4,0.1,0.3,1.2,4697823
"Rondae Hollis-Jefferson","SF","BRK","2018-19","Est","Front","No",24,20.9,0.184,0.436,0.645,1.4,3.8,1.6,0.7,0.5,1.2,1.8,2470356
"Royce O'Neale","SF","UTA","2018-19","West","Front","No",25,20.4,0.386,0.569,0.762,0.3,3.2,1.5,0.7,0.3,0.9,2.1,1378242
"Rudy Gay","PF","SAS","2018-19","West","Front","No",32,26.7,0.402,0.537,0.816,0.9,5.9,2.6,0.8,0.5,1.7,2.3,10087200
"Russell Westbrook","PG","OKC","2018-19","West","Back","Yes",30,36,0.29,0.481,0.656,1.5,9.6,10.7,1.9,0.5,4.5,3.4,35665000
"Ryan Anderson","PF","MIA","2018-19","West","Front","No",30,12.9,0.225,0.414,0.75,0.7,1.4,0.8,0.2,0,0.6,1,20421546
"Ryan Arcidiacono","PG","CHI","2018-19","Est","Back","No",24,24.2,0.373,0.527,0.873,0.3,2.4,3.3,0.8,0,0.8,2.1,1349383
"Ryan Broekhoff","SG","DAL","2018-19","West","Back","No",28,10.8,0.409,0.576,0.789,0.2,1.3,0.5,0.1,0.1,0.4,0.8,838464
"Salah Mejri","C","DAL","2018-19","West","Front","No",32,11.1,0.324,0.564,0.625,1,2.6,1,0.3,0.7,0.6,1.5,2098196
"Sam Dekker","PF","WAS","2018-19","Est","Front","No",24,16.8,0.306,0.521,0.609,1.1,2,1,0.8,0.1,0.5,1,2760094
"Semi Ojeleye","PF","BOS","2018-19","Est","Front","No",24,10.6,0.315,0.565,0.615,0.4,1.1,0.4,0.2,0.1,0.3,0.8,1378242
"Serge Ibaka","C","TOR","2018-19","Est","Front","No",29,27.2,0.29,0.586,0.763,2.1,6,1.3,0.4,1.4,1.5,2.9,21666667
"Seth Curry","SG","POR","2018-19","West","Back","No",28,18.9,0.45,0.463,0.846,0.4,1.3,0.9,0.5,0.2,0.8,1.3,2795000
"Shabazz Napier","PG","BRK","2018-19","Est","Back","No",27,17.6,0.333,0.449,0.833,0.3,1.5,2.6,0.7,0.3,1.2,1.2,1942422
"Shai Gilgeous-Alexander","PG","LAC","2018-19","West","Back","No",20,26.5,0.367,0.503,0.8,0.7,2.1,3.3,1.2,0.5,1.7,2.1,3375360
"Shake Milton","SG","PHI","2018-19","Est","Back","No",22,13.4,0.318,0.465,0.714,0.5,1.3,0.9,0.4,0.4,0.3,1.5,77250
"Shaquille Harrison","PG","CHI","2018-19","Est","Back","No",25,19.6,0.27,0.475,0.667,0.5,2.6,1.9,1.2,0.4,0.8,1.7,1325531
"Shaun Livingston","PG","GSW","2018-19","West","Back","No",33,15.1,0,0.524,0.784,0.7,1.2,1.8,0.5,0.4,0.6,1.2,8307692
"Shelvin Mack","PG","CHO","2018-19","West","Back","No",28,21.9,0.354,0.429,0.69,0.3,1.5,3.2,0.8,0.1,1.2,1.5,2512601
"Sindarius Thornwell","SG","LAC","2018-19","West","Back","No",24,4.9,0.2,0.412,0.735,0.1,0.6,0.3,0.2,0.1,0.3,0.6,1378242
"Skal Labissière","PF","POR","2018-19","West","Front","No",22,8,0.462,0.556,0.529,0.4,1.5,0.5,0.2,0.3,0.5,1.3,1544951
"Solomon Hill","SF","NOP","2018-19","West","Front","No",27,20,0.317,0.468,0.719,0.8,2.3,1.3,0.5,0.2,0.7,1.8,12763467
"Spencer Dinwiddie","PG","BRK","2018-19","Est","Back","No",25,28.1,0.335,0.528,0.806,0.4,2.1,4.6,0.6,0.3,2.2,2.8,1656092
"Stanley Johnson","SF","NOP","2018-19","Est","Front","No",22,18.3,0.288,0.484,0.781,0.5,2.8,1.3,0.9,0.2,1.2,1.7,3940401
"Stephen Curry","PG","GSW","2018-19","West","Back","Yes",30,33.8,0.437,0.525,0.916,0.7,4.7,5.2,1.3,0.4,2.8,2.4,37457154
"Sterling Brown","SG","MIL","2018-19","Est","Back","No",23,17.8,0.361,0.558,0.69,0.5,2.7,1.4,0.4,0.1,0.8,1.5,1378242
"Steven Adams","C","OKC","2018-19","West","Front","No",25,33.4,0,0.596,0.5,4.9,4.6,1.6,1.5,1,1.7,2.6,24157304
"Sviatoslav Mykhailiuk","SF","DET","2018-19","West","Back","No",21,10.5,0.326,0.333,0.6,0.2,0.6,0.9,0.3,0,0.5,0.6,1487694
"Taj Gibson","PF","MIN","2018-19","West","Front","No",33,24.1,0.324,0.583,0.757,2.5,4.1,1.2,0.8,0.6,1,2.7,14000000
"Terrance Ferguson","SG","OKC","2018-19","West","Back","No",20,26.1,0.366,0.56,0.725,0.4,1.5,1,0.5,0.2,0.6,3.1,2118840
"Terrence Ross","SG","ORL","2018-19","Est","Back","No",27,26.5,0.383,0.484,0.875,0.3,3.1,1.7,0.9,0.4,1.1,1.5,10500000
"Terry Rozier","PG","BOS","2018-19","Est","Back","No",24,22.7,0.353,0.422,0.785,0.4,3.5,2.9,0.9,0.3,0.9,1.3,3050389
"Thabo Sefolosha","SF","UTA","2018-19","West","Front","No",34,12.2,0.436,0.521,0.636,0.2,2.3,0.5,0.9,0.1,0.5,0.8,5250000
"Thaddeus Young","PF","IND","2018-19","Est","Front","No",30,30.7,0.349,0.564,0.644,2.4,4.1,2.5,1.5,0.4,1.5,2.4,13764045
"Theo Pinson","SG","BRK","2018-19","Est","Back","No",23,11.7,0.261,0.481,0.864,0.2,1.8,1.2,0.3,0,1,0.8,77250
"Thomas Bryant","C","WAS","2018-19","Est","Front","No",21,20.8,0.333,0.685,0.781,1.6,4.7,1.3,0.3,0.9,0.8,1.8,1378242
"Thon Maker","C","DET","2018-19","Est","Front","No",21,15.2,0.32,0.522,0.667,0.6,2.5,0.7,0.3,0.8,0.5,1.6,2799720
"Tim Frazier","PG","MIL","2018-19","West","Back","No",28,19,0.366,0.494,0.759,0.7,2.2,4.2,0.5,0.1,1.3,1.9,1832107
"Tim Hardaway","SG","DAL","2018-19","Est","Back","No",26,31.6,0.34,0.442,0.841,0.5,2.9,2.4,0.8,0.1,1.6,2.2,17325000
"Timothé Luwawu-Cabarrot","SF","CHI","2018-19","West","Back","No",23,13.4,0.31,0.451,0.756,0.2,1.7,0.5,0.4,0.2,0.4,1.5,1880268
"Tobias Harris","PF","PHI","2018-19","West","Front","No",26,34.7,0.397,0.528,0.866,0.8,7,2.8,0.6,0.5,1.8,2.2,14800000
"Tomáš Satoranský","PG","WAS","2018-19","Est","Back","No",27,27.1,0.395,0.524,0.819,1,2.5,5,1,0.2,1.5,2.2,3129187
"Tony Parker","PG","CHO","2018-19","Est","Back","No",36,17.9,0.255,0.485,0.734,0.3,1.2,3.7,0.4,0.1,1.3,0.9,5000000
"Tony Snell","SF","MIL","2018-19","Est","Back","No",27,17.6,0.397,0.522,0.881,0.4,1.7,0.9,0.4,0.2,0.3,1.2,10607143
"Torrey Craig","SF","DEN","2018-19","West","Front","No",28,20,0.324,0.569,0.7,1.2,2.3,1,0.5,0.6,0.6,2.3,2000000
"Trae Young","PG","ATL","2018-19","Est","Back","No",20,30.9,0.324,0.477,0.829,0.8,2.9,8.1,0.9,0.2,3.8,1.7,5363280
"Treveon Graham","SG","BRK","2018-19","Est","Front","No",25,20.4,0.297,0.413,0.818,0.7,2.4,1,0.4,0.2,0.5,1.9,1512601
"Trevor Ariza","SF","WAS","2018-19","Est","Front","No",33,34,0.334,0.493,0.793,0.7,4.7,3.7,1.3,0.3,1.5,1.9,15000000
"Trey Burke","PG","DAL","2018-19","Est","Back","No",26,19.4,0.352,0.463,0.831,0.5,1.2,2.7,0.6,0.1,0.8,1,1795015
"Trey Lyles","PF","DEN","2018-19","West","Front","No",23,17.5,0.255,0.529,0.698,0.7,3.2,1.4,0.5,0.4,1.1,1.5,3364249
"Troy Daniels","SG","PHO","2018-19","West","Back","No",27,14.9,0.381,0.481,0.783,0.3,1.2,0.5,0.5,0.1,0.5,1.5,3258539
"Troy Williams","SF","SAC","2018-19","West","Front","No",24,14.9,0.318,0.556,0.6,0.6,2.2,0.5,0.5,0.4,0.4,1.8,77250
"Tyler Dorsey","SG","MEM","2018-19","Est","Back","No",22,14.5,0.333,0.477,0.623,0.6,1.8,1.2,0.3,0,0.6,1.1,1378242
"Tyler Johnson","PG","PHO","2018-19","Est","Back","No",26,26.8,0.346,0.477,0.748,0.6,2.4,2.9,0.9,0.5,1.4,1.7,19245370
"Tyler Lydon","PF","DEN","2018-19","West","Front","No",22,3.8,0.4,0.625,0.333,0.3,0.4,0.2,0.1,0,0.2,0.4,1874640
"Tyreke Evans","SG","IND","2018-19","Est","Back","No",29,20.3,0.356,0.405,0.719,0.5,2.4,2.4,0.8,0.3,1.7,1.7,12400000
"Tyrone Wallace","PG","LAC","2018-19","West","Back","No",24,10.1,0.211,0.444,0.526,0.3,1.3,0.7,0.3,0.1,0.6,1.3,1349383
"Tyson Chandler","C","LAL","2018-19","West","Front","No",36,15.9,0,0.622,0.586,1.7,3.9,0.7,0.4,0.4,0.8,2,13585000
"Tyus Jones","PG","MIN","2018-19","West","Back","No",22,22.9,0.317,0.453,0.841,0.3,1.6,4.8,1.2,0.1,0.7,1.1,2444052
"Victor Oladipo","SG","IND","2018-19","Est","Back","No",26,31.9,0.343,0.47,0.73,0.6,5,5.2,1.7,0.3,2.3,2,21000000
"Vince Carter","PF","ATL","2018-19","Est","Front","No",42,17.5,0.389,0.48,0.712,0.4,2.1,1.1,0.6,0.4,0.6,1.9,2393887
"Wade Baldwin","PG","POR","2018-19","West","Back","No",22,5.9,0.222,0.333,0.727,0.1,0.8,0.8,0.1,0.1,0.9,0.7,1544951
"Wayne Ellington","SG","DET","2018-19","Est","Back","No",31,24.5,0.371,0.541,0.796,0.3,1.8,1.4,1,0.1,0.8,1.7,8653076
"Wayne Selden","SG","CHI","2018-19","West","Back","No",24,19.2,0.316,0.456,0.728,0.5,1.9,1.5,0.4,0.2,1.1,1.7,1544951
"Wendell Carter","C","CHI","2018-19","Est","Front","No",19,25.2,0.188,0.513,0.795,2,5,1.8,0.6,1.3,1.5,3.5,4446840
"Wesley Iwundu","SF","ORL","2018-19","Est","Front","No",24,18.1,0.367,0.431,0.816,0.5,2.2,1.1,0.4,0.3,0.6,1.8,1378242
"Wesley Johnson","SF","WAS","2018-19","West","Front","No",31,14.1,0.329,0.385,0.684,0.3,1.6,0.6,0.4,0.3,0.5,1.7,6134000
"Wesley Matthews","SF","IND","2018-19","West","Back","No",32,30.3,0.372,0.437,0.81,0.5,2,2.3,0.8,0.2,1.3,2.3,19360228
"Will Barton","SG","DEN","2018-19","West","Back","No",28,27.7,0.342,0.447,0.77,0.7,3.9,2.9,0.4,0.5,1.5,1.9,11830358
"Willie Cauley-Stein","C","SAC","2018-19","West","Front","No",25,27.3,0.5,0.556,0.551,2.2,6.1,2.4,1.2,0.6,1,2.8,4696874
"Willy Hernangómez","C","CHO","2018-19","Est","Front","No",24,14,0.385,0.539,0.694,2,3.3,1,0.3,0.3,1,1.7,1496500
"Wilson Chandler","PF","LAC","2018-19","Est","Front","No",31,23.1,0.373,0.478,0.72,0.9,3.3,1.6,0.5,0.4,0.9,2.4,12800562
"Yogi Ferrell","PG","SAC","2018-19","West","Back","No",25,15,0.362,0.488,0.896,0.2,1.4,1.9,0.5,0.1,0.6,0.9,3000000
"Yuta Watanabe","SF","MEM","2018-19","West","Back","No",24,11.6,0.125,0.371,0.7,0.3,1.8,0.5,0.3,0.1,0.4,0.7,77250
"Zach Collins","C","POR","2018-19","West","Front","No",21,17.6,0.331,0.534,0.746,1.4,2.8,0.9,0.3,0.9,1,2.3,3628920
"Zach LaVine","SG","CHI","2018-19","Est","Back","No",23,34.5,0.374,0.504,0.832,0.6,4,4.5,1,0.4,3.4,2.2,19500000
"Zaza Pachulia","C","DET","2018-19","Est","Front","No",34,12.9,0,0.45,0.782,1.5,2.4,1.3,0.5,0.3,0.8,2.2,2393887
"Zhaire Smith","SG","PHI","2018-19","Est","Back","No",19,18.5,0.375,0.444,0.75,0.5,1.7,1.7,0.3,0.3,1,1.3,2615160
